Komentar,Klasifikasi
Iyakk betul...,NEGATIF
bandung kota sedang min,NEGATIF
Langit berawan mulu... ?,NEGATIF
@suhailah.habsyi  ya sama saya juga... aplgi sya tinggal di bekasi,NEGATIF
@suhailah.habsyi  kdang bingung.. kok jdi gmpng bgt sakit.. gak kya dulu heran,NEGATIF
"Jd inget Prof. Michael Levitt bilang outbreak pertama di Lombardia, Italy itu ada korelasinya dgn polusi dan cuaca. Krn memang tahun2 sebelumnya angka kematian memang tinggi. Keluatannya memang spit2 outbreak sudah dipilih yg angka kematian dan polusi tinggi.",NEGATIF
Gilaaaaaa parah bgt yaaa...pantesan aja beberapa Minggu ini kasus koped di Jatim khususnya Surabaya meningkat jauh ternyata semua karena chemtrails...jahat bgt sumpah ngeracunin banyak orang..bener2 laknatullah,NEGATIF
"Tenang, bikin lagi aja. Doi gak menyerah. ?????",NEGATIF
@raharja_69 PROPAGANDA tuh. ???,NEGATIF
@aguspin6070 bahan-bahan kimiawi yang beracun.,NEGATIF
"Yup, berarti dikit lagi ini.... khawatir sm yg sdh msk sekolah.... apalagi yg gak divaks blh masuk, jangan jangan jangan jangan..... takutnya ada tuduhan macam2....",NEGATIF
Ini yg nyemprot atas ijin pemerintah kan min??? Brarti pemerintah emang mau ngebunuh massal rakyatnya donk?! Ngeri bgt ini lama2 Ya Allah.,NEGATIF
@ridwanzatmiko semoga kita semua terhindar dr hal buruk yg sengaja dtebar,NEGATIF
bener nih kucing saya sama pilek ga sembuh2 ..,NEGATIF
@melatileonyta hmm kita berdoa aja lah ya semua kehendak ada di tangan allah ??,NETRAL
Maaf cuma bisa tag ? @aniesbaswedan mau nanya bapak bener bener gak tau ini?,NETRAL
"Pantes kucing gw pilek2 kira2 mau seminggu ini , gw kasi obat flu kaga mau , gw kasi jahe anget kg mau ... Btw klo kucing flu atau sakit bisa nularin orang Ng yaa ?",NEGATIF
"Tempat ku juga hampir tiap hari gitu min, ada 2 pswt nya",NEGATIF
emang dasar rezim bgst ??,NEGATIF
kok banyak yg msh blm percaya ya,NEGATIF
"@adamrahmatr yang belum percaya kebanyakan yang sudah dienjus, maklum udah dipegang kendalinya oleh Bill Gates CS.",NEGATIF
"Sama bre, temen w dikost , gua bahas chemtrail mereka pada gak percaya, pdhal udah di kasih contoh suri tauladan mereka tetap gak percaya, adalah yg begini ada yg blg begene,dan w blg bahwasanya para pemimpin sedang bermain, eh ternyata  mereka udah di enjus pantes pro pemerintah.",NEGATIF
"@music_islamiid aku bilang ke Kwan kawan ku soal chaimtril ini malah aku di ketawa,in katanya memang sejak dlu dri kecil sering liat pesawat ngeluarin asap",NEGATIF
Sebenernya siapa sih yang nyebarin chemtrails,NEGATIF
Chemtrail itu... Jelas yg sebelah kanan baru kasih... Yg sebelah kiri sempat putus sambung lanjut lagi,NEGATIF
Pertanyaannya itu pesawat dari luar negri apa pesawat kita min.kalo dari kita koq tega Banget  bikin masyarakat pada sakit,NEGATIF
Saya dm video chemtrails jakut ga di baca masa ?,NEGATIF
Min itu pesawat mendarat dimna coba cari tau gumushh bgt ?,NEGATIF
"@dhia_basyaiban diinfektan yg disemprot lewat udara, di tv"" belum ada yg beritain",NEGATIF
@militer.udara tolong di cek ini ?,NETRAL
"cuma nanya min,,buat nambah wawasan,,kenapa sat kimia chemtrail tidak mati kena paparan sinar matahari..??",NEGATIF
Harusnya yg begini layak di beri rudal..,NEGATIF
Bandung jg .. kelihatan dr rmh saya .. lihat langit ada bentuk garis2 spt awan putih memanjang.. bnyk teman jg lihat di daerah lainnya.. ???,NEGATIF
"Min sdikit saran kami dari masyarakat bali khusus untuk pemerintah setempat yg punya kerjaan kutukan ini , okelah kami kalo bertindak kami d bungkam d penjara . Dikit"" pidana.  Padahal sudah jelas ada racun dmana"". Oke kami smua diam . Tapi ingat leluhur dan para leak"" kami d bali tidak akan diam ! Kalian gertak , malam nyawa melayang #peoplepower #leakpower",NEGATIF
@alvarizzacky betul bro..gw udh 2 bulan ini sesak nafas..tepatnya mulai dari yg rame pada meninggal di jkt dan tangsel..ternyata yg kena lambung..,NEGATIF
@ika_deshooters skrg ni lg hujan deras,NEGATIF
jaga kesehatan ya teteh syg? @sangayuu__,NETRAL
"Klo udah kayak gini kita harus bagaimana dong, biar bisa diungkapkan dan rakyat semua sadar dan tau",NEGATIF
Susah tidak ada elite yang peduli,NEGATIF
@2013sofie bener oge.... Gw langsung tepar,NEGATIF
"Info terbaru , berbarengan hujan turun di denpasar banyak burung berjatuhan mati ,, cek info di infodenpasar min kalo ga salah",NEGATIF
Hati2 launching varian baru MU dan covid 22,NEGATIF
@adi_nugroho14 di Bali beberapa villa dan next Hotel serta beberapa toko akan ada perpindahan tanga dari Lokal ke non-lokal. Baru setelah itu Bali akan di buka lagi. Chemtrail bener-bener tebel bgt. dari seminggu yg lalu sampai 5 kali bolak-balik di chemtrail,NEGATIF
@_teluuur_ pemerintah tentunya terlibat didalamnya min?,NEGATIF
PPKM untuk Jawa dan Bali kan ya. Makanya Jawa dan Bali banyaj diserang.,NEGATIF
Min... dimana2 katanya hoax nih min soal chemtrails . ??,NETRAL
@wiwidrebellion7  awal Hancur nya peradaban,NEGATIF
"? kalo yg daerahnya dilintasi penerbangan internasional antar negara, setiap hari bisa ngeliat pemandangan ini, bukan cuma sekarang, bertahun2 lalu jg begini. Jangan serang aku netizen pintar yg budiman ?",POSITIF
Gw kira tu yg kaya gitu asap dari pesawat jet. Ternyata chemtrails,NEGATIF
Di daerah pemalang hampir setiap hari chemstrail pasti lewat..,NEGATIF
"@restunizati11 zat berbahaya yg sengaja disebar diudara oleh pesawat yg terbang rendah a restu supaya banyak org yg sakit , di Bandung selama 2-3 bulan ini juga juga sama sengaja disebar, dengan dalih sebar disinfektan di udara",NEGATIF
Kalau jet berasap itu bukanya dari dulu ya dari mulai saya kecil kalau pesawat jet pasti meninggalkan jejak asap . Ntah skrang dikaitkan dengan chemtrails,NETRAL
Yang melakukan orang asing apa bangsa sendiri??? Kalau bangsa sendiri kok tega ya membunuh bangsanya sendiri???,NEGATIF
Gunung sindur kemarin sore juga ada,NEGATIF
"sampek kpn kyk gini ya min,apa gk ada harapan kita bisa hidup normal kyk dl ? buat apa ngejar dunia sampek segininya ?",NEGATIF
Sekilas spt ada lafaz Allah di langit Bandung dibalik JAHATnya manusia!. btw bandungnya dimana itu brayy?,NEGATIF
Gw sebar di main akun gw. Pada ngebacot langsung,NEGATIF
"Laporin donk min klo itu bener. Bukan halu. Lelah sy liat postingan telur, ngak bisa ngapa-ngapain. Sy posting dfb dianggap hoaks. Bahkan sy dpermalukan ktnya lulusan S1 gak ada otak pikirannya korban konspirasi",NEGATIF
"Kayaknya sekarang disemprot ke daerah yg dituju aja deh.. 2x di daerahQ pendek gitu jejak chemtrailnya, padahal saya di desa loh..",NEGATIF
"Gue orang bandung dan kemaren gue emang liat Jejak itu abis Dzuhur, min. Tapi kemungkinan jejaknya itu di area bandung barat soalnya gue lagi di pusat kota soalnya",NEGATIF
"@_teluuur_ gila ya, udh mau jadi tuhan...semua diatur..perasaan, Tuhan jg gk bgtu2 amat ya...",NEGATIF
Kemaren pas main layangan sore di cipinang gitu juga. Terbang pesawat ga wajar arahnya.. Sialan antek WHO..,NEGATIF
"pantes aja tadi pagi mendung tapi udaranya bikin sesak ga enak, biadab yg sebar chemtrails",NEGATIF
"Gilaa, d semprot terus, hati hati jgn ujan ujanan dulu kalo dsnaa ujan, kyknya emang target utamanya seputaran jakatra, biar bnyak yg sakit dulu, vaksin terus, sertifikat digital, baru kota kota lain mengikuti",NEGATIF
Dzolim amat ya kaya yg ga bakalan mati aja. Fix covid bukan wabah tapi bisnis,NEGATIF
"Ni low da roket ? ku roket dha dari bawah,, heran ku dah tau bahan kimia berbahaya dan senjata biologis msih aj semprat semprot ae.. ??? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?,,,,,",NEGATIF
"Jangan sampai Alam kita ini Murka sama ulah kita2,,",NEGATIF
Di bogor juga lewat min cek dm,NEGATIF
"Kalo diperhatikan, apakah nama-nama varian ""virus"" kopet sama dengan yang ada di panel menara 5G? ?",NEGATIF
Bekasi tiap pagi jm 10 an ada helikopter terbang rendah... tpi tiap saya kluar rumah tak kejar gak kliatan.. ?,NEGATIF
Chamtrail adlh salah satu lambang kebodohan pengurus negeri!! ?,NEGATIF
"@fulanah.binti_fulan pantesan td sore di bandung ko mendung gerimis sebentar sebelahnya panas,mana lg bawa motor sama anak?",NEGATIF
"Di daerah rembang jateng sering bgt ada chemtrails ky gini min,kirain mah asep pesawat biasa?",NEGATIF
Boros banget chemtrail di mana2,NEGATIF
"Dan dampak yang dirasakan demam,mual, pusing, lemas sampai lebih dari seminggu, kasihan banyak anak-anak yang imunnya masih lemah terkena imbasnya, termasuk anak saya ???..dzolimnya rezim ini ??",NEGATIF
Bogor belum nihh,NEGATIF
"@puspitaintansari ati2, bakal rame kopet naik lagi ini mah ?",NEGATIF
"@rudy.digiart New World Order, sampe pd tahap, semua di kontrol dan wajib Mengakui Makhluk Sebagai TUHAN, selain ALLAH SWT, ga mau mengakui, tinggal di Shutdown?",NEGATIF
Ya Alloh....hancurkan mereka yg jahat terhadap Dien Mu...,NEGATIF
Siap2 Oktober varian baru ... ?,NEGATIF
GILAAAAAAAA,NEGATIF
Dan akhir nya tercipta lah varian MU . Dan 2x vaksin lagi khusus varian MU. Jancokkkkk lah?,NEGATIF
"Di semua daerah hampir bersamaan smua waktunya, berati ada banyak peswatnya ?",NEGATIF
Bogor udh beberapa hari ini cuacanya nya seprti itu min,NEGATIF
Sengaja d bikin sakit dan covet jadi domba hitam,NEGATIF
"min....dr mempelajari semua yg ada.aq koq menyimpulkan,bhw sbnrny virus yg katany mematikan ini g ada.hny virus biasa.yg sesungguhny mematikn itu chemtrails itu sendiri.krn itu utk mengelabui Elite gombel,maka dokter Terawan,dkk yg msh pny hati nurani membuat VakNus. Vaknus ini sesungguhny IMUNOTERAPY.dan berharap Elit Gombel akan menyetop kiriman fucksin genosidanya krn Indo sdh pny VAKNUS.tp lagi2 dijegal...agar genosida ini berhasil dilaksanakan",NEGATIF
Biasany setelah ada chemtrails...2 atau 3 hari akan ada hujan. Dan badan kita jadi meriang. Mata perih dan langsung pilek...dan lebih aneh lagi ketika kita terkena itu maka penciuman kita seperti mencium bau oli terbakar. Ini aku alami sendiri.,NEGATIF
@fadlinrr itu milik pemerintahan atau dari luar,NEGATIF
"@winingrumajeng dg chemtrails terus2an disebar.sbnrny vaknuspun g akan ngaruh apa2 ya.....tp y minimal klo bisa dilegalkn,bisa menyetop fucksin import",NEGATIF
"hal inilah yang padahal membagongkan kita supaya kita percaya plandemi copet, dll.. demi sebuah propaganda besar..",NEGATIF
Mengatur alam... kapan akan hujan...kapan akan panas dan kemarau...wilayah mana yg akan terjadi bencana alam....seakan merekalah yg mengatur kehidupan ini...mungkin saudara ku semua sudah mendengar dengan HAARP....pengendali cuaca...CHEMTRAILS mungkin salah satu rencana untuk mensukseskan rencana mereka ELITE GLOBAL FREEMASON kaum Penyambut DAJJAL....ALLAHUA'LAMBISSAWAB....,NEGATIF
"@_zm_ff_ biarkan saya berkata liar sedikit, setidaknya kemanakah angkatan udara yg mengamankan, untuk kepentingan bisnis kesehatan itu urusan mereka, dan saya juga udh tau klo kena chemstrail harus gmna soal pernah anosmia .",NEGATIF
"Aku post ginian di grup keluarga, malah dibilang hoax dan aku diancam penjara 5 th ? jadi disuruh diam aja klo gak percaya covid ???",NEGATIF
"Pantesan kemarin d daerah soreang Bandung, mendung tpi ga ujan",NEGATIF
"Kaya mendung gitu ya kmren ga ada awan putih putih , kusem gitu ya min ? @_teluuur_",NEGATIF
"@bintu_m.y kemaren malem di bumi orange cileunyi, hujan singkat banget ga sampe 1 menit, dan itu berkali kali",NEGATIF
Sekarang di kota bandar lampung hampir setiap hari ada helikopter/pesawat2 lewat gt. Suara ada tp susah diliat. Kdg tengah malam juga ada. Cuaca sudah aneh sejak sebulanan lalu. Gerimis 3-5 menit awan bagian bawah mendung langit yg diatas cerah.,NEGATIF
@darrellalvz balikpapan ujan terus ya skrng jarang panas seharian,NEGATIF
"@melatileonyta iya, ditambah susah mau jemur pakaian?",NEGATIF
"@captain_narend_embraer_190 kan kita punya TNI AU,  harusnya tau dong apa yg dilakukan maskapai tersebut.",NEGATIF
"Ini deket banget sama tempat kerja saya min, dan itu jalur saya pulang.. kemaren pas saya pulang lagi hujan gerimis, dan bener adanya kalau genangan air hujannya aneh (berbusa).. sayangnya saya ga sempet buat fotoin ..",NEGATIF
@_teluuur_ virusnya ada min. Tapi dibuat. Gitu yg benar hehehe. Sakit karena virus yg dibuat. Jangan sakit bukan karena virus.,NEGATIF
@achmadibrahim_123 betul katanya artikel kompas ini hoaks. Tpi orng bnyk yg ngerasain sakit,NEGATIF
Tidak ada sejarahnya bahan kimia itu baik untuk kesehatan  itu aja si kesimpulan nya,NEGATIF
@rizal_d.k_ terus berita varian rasa baru colorna yang padahal gk ada gimana?,NETRAL
@bintu_m.y bnerr.. bandung sering bgt ujan singkat di bawah 5 menit..,NEGATIF
Mau nanya min chemtrails itu atas ijin negara kita atau dr negara lain? Semua daerah skrg lamgit abu2 deh kayanya,NEGATIF
Firasat saya bener hari minggu saya lihat itu dan berpikir kemungkinan 2 hari lagi bakal hujan,NEGATIF
bener sih ini min saya rumah deket sama yang di video tiap pagi beberapa kali balikan dan tengah malam pun ada juga,NEGATIF
@evan.christian11 mnurut saya g mungkin kl pmerintah,POSITIF
Kalau punya teropong bisa di rekam,NETRAL
@gugungunawan204 bener aja nih hari ini mendung cuaca nya??,NETRAL
haha iya kan mendung gaje cuacanya bikin males kerja..apalagi hari senin???,NETRAL
@gugungunawan204 iya bener ?? pokoknya jgn sampe kena aer ujannya aja deh.. soalnya udh pernah kena efek chemtrails ???,NETRAL
haha iyaa tapi susah ngindarinya kalau di hari kerja... ya usahain pulang kerja mandi pake garam inggris aja campur air angat...sama saya juga udah 2x kena chamtrails??,NETRAL
@gugungunawan204 parah si mereka yg nyebarin jahat bgt bikin org sakit..?,NEGATIF
orang2 kya gtu mh gk punya hati.. nunggu kena azab aja?,NEGATIF
@gugungunawan204 iya yg gue heran pemerintah ko bisa bisa nya acuh tak acuh gitu.. masa gatau klo ada pesawat nyebarin ini?,NEGATIF
pura pura gk tau aja? rakyat bersuara aja gk di denger... ?,NEGATIF
"Ppkm dilonggarin, masyarakat banyak yg keluar bahkan jalan raya macet, lalu saya perhatikan banyak chemtrail weekend kemarin bahkan ada gerimis kecil lebih seperti embun berjatuhan padahal cuaca sangat cerah, nanti dalam waktu kedepan banyak orang sakit pasti yg disalahin covid variant baru lagi",NEGATIF
"@arissutrisno__ bener bang gua liat sendiri kmarin sore didaerah tapos, bahkan ada grimis sangat kecil seperti embun berjatuhan",NEGATIF
"@ilhmstraprdna_ iya bener, td ane jg liat bang..",NEGATIF
@ayunafriani gilakk Yaa ... Astaghfirullah .. smoga kita semua dalam lindungan Allah ..,NEGATIF
@ayunafriani Aduuhhhh ngerii .. Aku juga lebih percaya kalo pkek vaknus cuman ttep ragu karena aku ada sakit lambung .. nanti kalo gak vaksen apa2 kuduk syaratnya vaksen .. repot ..,NEGATIF
Kemtrel mulu bahasnya.. duh,POSITIF
"Di Bekasi juga ada min, pas pulang dari rumah mertua di ujung harapan bekasi",NEGATIF
Apa pemerintah biarkan saja atau tidak tau ada pesawat yg nyebarin racun gini??,NEGATIF
Di Bekasi juga ada kemarin sore,NEGATIF
Mengapa event kayak gini masih dilakukan,NEGATIF
@_teluuur_ sama min..malah kmren anakku liat ini..eh lgsg mendung sampe skrg mendung dicilengsi..semoga mereka yg dzolim ini mendapatkan hidayah dr Allah SWT..aamiin..,NEGATIF
"bangkalan tiap hari, tiap waktu",NEGATIF
@imma_muslima.army betul saya jg ngliat kmrin,NEGATIF
"Waahh kalo udh sampai jkt, mngkn gak yaa nanti nyampe ke bangka belitung, jd ngeri ??",NEGATIF
maret 2025 baru ga ada kali ya tuh chemtrails...??,NEGATIF
"Kalau ga ada chemtrailnya gpp kan min? Pagi ini bandung banyak suara pesawat lewat tapi aku cek ke luar ga ada chemtrail. Ga tau nyampur awan, soalnya banyak awan",NEGATIF
Siap2 banyak yg sakit.,NEGATIF
Di cirebon jg udah ada,NEGATIF
Loh bukannya itu bekas pesawat jet ya? Soalnya dari 10 tahun lalu sering lihat gituan juga di langit. Ada yg bisa mencerahkan??,POSITIF
Barusan ada lagi di Parijs van java sekitar pukul 12.38,NEGATIF
@_teluuur_ bener ni mi anak saya jd bentar bentar bapil???.. jakarta kemaren sore saya liat,NEGATIF
Hujaaan donk hari ini tangsel,NEGATIF
Gini amat ya hidup di floridina??,NEGATIF
Anak jgn kasih main di luar,NEGATIF
Wah ulah jokowi ini,NEGATIF
Itu kedengaran gak ya??atau mbanya pas lgi liat lngit.  Tolong jawab plis. Sy dsamarinda tiap hari hujan rintik-rintik,NEGATIF
@jojoh7711 sekelas TNI pasti lebih tau,NEGATIF
lah dari dulu juga ada. bukannya itu karena efek dari mesin jet? ?,POSITIF
lah dari dulu juga ada. bukannya itu karena efek dari mesin jet? ?,POSITIF
Klo saya liat ?? saya usahakan lama aktivitas di indor.,NEGATIF
"Mau launching varian idiot lagi neh July, Varian kipi + chemtrail di kibulin lagi varian B4 B5 serah deh mo di namain apa ?. Kasian banget pemuja copet + micin di cipoa ?, di kasih tau ngamuk ? .",NEGATIF
memang sebaiknya di hari2 sekarang ini hindari paparan air hujan si. Mengingat harusnya sekarang sudah masuk musim kemarau (antisipasi kalau2 itu hujan buatan TMC yang mengandung bahan2 semai kimia),NEGATIF
"Jangan kuatir gmn min,? Efek chemtrail  itu lebih berbahaya dr kopit itu sendiri kok",NEGATIF
"Kalo si Sarimin bilang lepas masker di outdoor and pake masker indoor, it means, Kita mengartikannya terbalik. Kata Dokter Tifa Lho. So, kalo bepergian plis pake masker......... Paham Kan? Sarimin = YNTKtl",NEGATIF
"Min saya lagi didaerah jawa beberapahari ini,tiap cek IQ air udaranya selalu bagus atau sedang,apalagi daerah solo bener2 bersih,apa cuma daerah jabodetabek ajah yah yg digempur chamtrail,pas besok balik lagi pasti udara tidak sehat deh kalau cek di IQ air",NEGATIF
Di sby tempatku memang jrng ujan tp beneran deh 2 hari ini bawaannya lemes aja. Kita serumah flu jg ga sembuh2,NEGATIF
Jahat y ?,NEGATIF
Semoga yang melakukan ini di adzab oleh Allah SWT,NEGATIF
emang bulan matahari makhluk ciptaanNya yang tidak bisa berbohong,NEGATIF
"GEJALA"" KERACUNAN CHEMTRAIL :
Demam, Badan Linu, Batuk, Flu, Diare, Badan Gatal"", Sakit Tenggorokan, Pusing, Mual
Bahan"" yang dapat digunakan untuk mendetox chemtrails : ( Chemtrails Detoxing Protocol ) :
Daun Ketumbar, Makanan Probiotik, Arang Aktif ( Norit ), VCO, Jahe, Nanas, Jeruk lemon / Vitamin C, Garam, Air Kelapa Ijo, Obat Cacing Vermint ( meredakan demam ), Cefadroxil Monohydrate ( Antibiotik radang tenggorokan ), Baking Soda, Cuka sari apel, Liquid Zeolite, Brokoli
Cara : Norit minum 7 kapsul 3x sehari, kumur air garam 5x sehari, mandi air garam, minum air kelapa ijo 2 kelapa 2x sehari, 1 gelas Jeruk Lemon dicampur seperempat sendok teh baking soda
3x sehari, obat cacing vermint 2 kapsul 3x sehari, cefadroxil monohydrate 3x sehari, bahan"" yang lain secukupnya
Sumber :
* https://healthwellnessdaily.org/chemtrails/
* https://projectcamelotportal.com/2021/08/16/how-to-remove-nano-from-chemtrails-and-covid-from-your-body-copy-2/
* https://healthproductsbusiness.wordpress.com/2020/06/13/best-chemtrail-cough-treatments/
* Highlight Chemtrails IG teluur",NEGATIF
bandar lampung daerah mana nya min??,NEGATIF
Maaf maksd video ini apa ya? Tlg jelaskan kakak2,NETRAL
@niiisyyyyy  Ku kira cuma q yg ngerasain,NEGATIF
@d1amond1amond itu ada jejak BATMAN,NEGATIF
"Bajingan, asuu",NEGATIF
"Lebih parah chemtrail di malam hari, lebih tebal gitu dan nggak keliatan.... Coba klo chemtrail nya dibuang siang siang... Orang yg pinter dikit pasti tanda tanya... Cuma yg orang awam itu asap pesawat terbang?",NEGATIF
